sentence,fuel,machine,others,part,price,service
"Majeng ring semeton sane setata nganggen kendaraan sedina-dina, motor Honda Scoopy puniki cocok pisan majeng ring semeton, awak sane elegan, hemat bahan bakar lan nyaman motor yening kagentosin puniki cocok pisan majeng ring kelompok sami ;)",positive,neutral,positive,positive,neutral,neutral
"Calya puniki mobil sane jelek, alon, napi mawinan numbas?",neutral,neutral,negative,neutral,neutral,neutral
"Rikala tiang nyingakin Suzuki Baleno 2017 ring GIIAS dumun, sampun cukup becik antuk harga punika, murah.",neutral,neutral,neutral,neutral,positive,neutral
"Tiang nyingakin awak Mobilio punika tipis pisan tur rawan lekuk, ring jalan-jalan akeh sane madue awak sane lekuk.",neutral,neutral,neutral,negative,neutral,neutral
Jazz punika lebih bandel tekening Brio .,neutral,negative,neutral,neutral,neutral,neutral
"Payah gati bengkel Mitsubishi PT Wicaksana Berlian Motor suba kajanjang servis teken operatorne, nanging dugas teka bengkele ternyata libur",neutral,neutral,neutral,neutral,neutral,negative
anggone manuver tajem tetep becik Honda Brio ene,neutral,positive,neutral,neutral,neutral,neutral
Sane kapertama inggih punika Li biru dlx + 2004 AXIC - 1308 . Mobil sané tegteg. Kaambil ring sawewengkon Jawa tanpa wenten pikobet. Becik pisan. Mamargi nglintangin lereng asoy taler.,neutral,neutral,positive,neutral,neutral,neutral
Xpander lebih memiliki kesan Gahar dari eksterior .,neutral,neutral,neutral,positive,neutral,neutral
"Pantes pesan Brio ene anggon ka kampus, desain awakne ane cenik sing ngae lebay anggon mahasiswa",neutral,neutral,positive,positive,neutral,neutral
baru sebulan udah sampe inden fortuner mantap sekali,neutral,neutral,neutral,neutral,neutral,positive
menek Pajero goyange keweh luungan menek Innova,neutral,neutral,positive,neutral,neutral,neutral
Pengalaman nyetir punika nyenengin pisan nganggen Avanza santukan suara mesinnyane lancar .,neutral,positive,neutral,neutral,neutral,neutral
"Agya punika agak mengecewakan, nenten becik",neutral,neutral,negative,neutral,neutral,neutral
"Tiosan ring pangargannyane sane terjangkau, sepeda motor otomatis Vario puniki hemat bahan bakar lan nyaman kaanggen ring sajeroning ngamargiang parikrama sarahina.",positive,neutral,positive,neutral,positive,neutral
"Antuk harga sane cukup ekonomis, gaya awak Calya puniki cukup elegan",neutral,neutral,neutral,positive,positive,neutral
